SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
AW7660,CDG - OSL,2024-08-31 20:55:00,2024-08-31 22:35:00,2024-09-01,1,CANCELLED,2,189,189,X,44.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2024-08-31 20:55:00,2024-08-31 22:35:00,2024-09-01,1,OPEN,2,189,189,M,78.0,73,3601.0,1246.31,0.39,73,ACTIVATED
AW3950,CDG - ZAG,2024-08-31 21:15:00,2024-08-31 23:15:00,2024-09-01,1,OPEN,2,189,191,K,73.0,146,10236.0,5515.32,0.76,146,DEACTIVATED
AW4780,CDG - VIE,2024-08-31 21:15:00,2024-08-31 23:20:00,2024-09-01,1,OPEN,2,189,189,D,249.0,188,14079.39,7991.97,0.99,188,ACTIVATED
AW7668,CDG - OSL,2024-08-31 21:25:00,2024-08-31 23:05:00,2024-09-01,1,OPEN,2,189,189,X,46.0,49,2460.0,873.49,0.26,49,ACTIVATED
AW7662,CDG - OSL,2024-08-31 21:25:00,2024-08-31 23:05:00,2024-09-01,1,CANCELLED,2,189,189,X,44.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3770,CDG - HEL,2024-08-31 22:45:00,2024-09-01 03:10:00,2024-09-01,1,CANCELLED,2,189,0,,,0,0.0,0.0,,0,UNAVAILABLE
AW3771,HEL - CDG,2024-09-01 04:15:00,2024-09-01 07:00:00,2024-09-02,1,CANCELLED,2,189,0,,,0,0.0,0.0,,0,UNAVAILABLE
AW7661,OSL - CDG,2024-09-01 06:00:00,2024-09-01 09:30:00,2024-09-03,1,CANCELLED,2,189,189,R,132.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7669,OSL - CDG,2024-09-01 06:00:00,2024-09-01 09:30:00,2024-09-03,1,OPEN,2,189,191,I,288.0,190,38749.3,34560.65,0.99,190,ACTIVATED
AW4781,VIE - CDG,2024-09-01 06:00:00,2024-09-01 08:05:00,2024-09-02,1,OPEN,2,189,189,I,197.0,189,33335.0,29786.49,1.0,189,ACTIVATED
AW3951,ZAG - CDG,2024-09-01 06:30:00,2024-09-01 08:45:00,2024-09-02,1,OPEN,2,189,189,S,215.0,186,18494.0,12693.53,0.98,186,DEACTIVATED
AW7663,OSL - CDG,2024-09-01 06:30:00,2024-09-01 10:00:00,2024-09-03,1,CANCELLED,2,189,189,R,132.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7665,OSL - CDG,2024-09-01 06:30:00,2024-09-01 10:00:00,2024-09-03,1,OPEN,2,189,189,F,309.0,189,37236.45,33121.11,1.0,189,ACTIVATED
AW7640,CDG - OSL,2024-09-01 07:20:00,2024-09-01 09:00:00,2024-09-02,1,OPEN,2,186,189,X,46.0,138,6450.39,1980.57,0.73,138,ACTIVATED
AW3423,TLL - CDG,2024-09-01 07:35:00,2024-09-01 10:25:00,2024-09-02,1,OPEN,2,189,177,L,265.0,178,73570.0,69476.0,1.01,178,DEACTIVATED
AW7641,OSL - CDG,2024-09-01 09:40:00,2024-09-01 13:10:00,2024-09-03,1,OPEN,2,186,188,F,309.0,187,42305.0,38253.33,0.99,187,ACTIVATED
AW7658,CDG - OSL,2024-09-01 10:20:00,2024-09-01 12:00:00,2024-09-02,1,OPEN,2,189,192,Q,64.0,189,13276.0,7159.89,0.98,189,ACTIVATED
AW3288,CDG - TLL,2024-09-01 10:40:00,2024-09-01 15:25:00,2024-09-02,1,OPEN,2,189,189,T,76.0,147,17768.54,9137.87,0.78,147,DEACTIVATED
AW4638,CDG - VIE,2024-09-01 10:40:00,2024-09-01 12:45:00,2024-09-02,1,OPEN,2,189,189,F,206.0,183,18430.43,12512.2,0.97,183,ACTIVATED
AW7659,OSL - CDG,2024-09-01 12:40:00,2024-09-01 16:10:00,2024-09-03,1,OPEN,2,189,189,Y,440.0,189,48801.22,44660.64,1.0,189,ACTIVATED
AW4639,VIE - CDG,2024-09-01 13:35:00,2024-09-01 15:40:00,2024-09-02,1,OPEN,2,189,189,S,289.0,189,39566.8,36013.61,1.0,189,ACTIVATED
AW3556,CDG - HEL,2024-09-01 14:40:00,2024-09-01 19:05:00,2024-09-02,1,OPEN,2,189,190,X,76.0,182,13958.0,8070.08,0.96,182,ACTIVATED
AW3558,CDG - HEL,2024-09-01 14:55:00,2024-09-01 19:20:00,2024-09-02,1,OPEN,2,189,190,G,57.0,183,12501.78,6575.21,0.96,183,ACTIVATED
AW3916,CDG - ZAG,2024-09-01 15:20:00,2024-09-01 17:20:00,2024-09-02,1,OPEN,2,189,190,H,98.0,184,14292.17,8343.53,0.97,184,DEACTIVATED
AW7928,CDG - CPH,2024-09-01 15:30:00,2024-09-01 16:30:00,2024-09-02,1,OPEN,2,189,189,X,63.0,135,9450.0,4933.5,0.71,135,DEACTIVATED
AW3289,TLL - CDG,2024-09-01 16:25:00,2024-09-01 19:15:00,2024-09-02,1,OPEN,2,189,191,K,292.0,191,83917.0,79503.81,1.0,191,DEACTIVATED
AW7646,CDG - OSL,2024-09-01 16:25:00,2024-09-01 18:05:00,2024-09-02,1,OPEN,2,189,192,V,58.0,182,10922.0,5032.06,0.95,182,ACTIVATED
AW7929,CPH - CDG,2024-09-01 17:15:00,2024-09-01 20:15:00,2024-09-03,1,OPEN,2,189,189,R,84.0,169,15644.56,7988.79,0.89,169,DEACTIVATED
AW4634,CDG - VIE,2024-09-01 17:55:00,2024-09-01 20:00:00,2024-09-02,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7908,CDG - BER,2024-09-01 18:05:00,2024-09-01 19:05:00,2024-09-02,1,OPEN,2,189,193,B,165.0,187,15562.27,9311.77,0.97,187,DEACTIVATED
AW3917,ZAG - CDG,2024-09-01 18:10:00,2024-09-01 20:25:00,2024-09-02,1,OPEN,2,189,190,Y,295.0,188,24952.76,19074.68,0.99,188,DEACTIVATED
AW3422,CDG - TLL,2024-09-01 18:45:00,2024-09-01 23:30:00,2024-09-02,1,OPEN,2,189,191,G,70.0,150,13239.96,4428.6,0.79,150,DEACTIVATED
AW7647,OSL - CDG,2024-09-01 18:45:00,2024-09-01 22:15:00,2024-09-03,1,OPEN,2,189,191,Z,418.0,188,46413.22,42293.28,0.98,188,ACTIVATED
AW7909,BER - CDG,2024-09-01 19:45:00,2024-09-01 22:40:00,2024-09-03,1,OPEN,2,189,189,V,124.0,152,13698.76,11625.48,0.8,152,DEACTIVATED
AW3557,HEL - CDG,2024-09-01 19:50:00,2024-09-01 22:35:00,2024-09-02,1,OPEN,2,189,189,J,505.0,185,44044.0,40010.75,0.98,185,ACTIVATED
AW3559,HEL - CDG,2024-09-01 20:05:00,2024-09-01 22:50:00,2024-09-02,1,OPEN,2,189,189,Y,554.0,184,46657.0,42630.7,0.97,184,ACTIVATED
AW4635,VIE - CDG,2024-09-01 20:45:00,2024-09-01 22:50:00,2024-09-02,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2024-09-01 20:55:00,2024-09-01 22:35:00,2024-09-02,1,OPEN,2,189,189,H,71.0,150,8909.0,4057.32,0.79,150,ACTIVATED
AW7660,CDG - OSL,2024-09-01 20:55:00,2024-09-01 22:35:00,2024-09-02,1,CANCELLED,2,189,189,X,44.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3950,CDG - ZAG,2024-09-01 21:20:00,2024-09-01 23:15:00,2024-09-02,1,OPEN,2,189,189,A,37.0,189,11499.0,5381.45,1.0,189,DEACTIVATED
AW7662,CDG - OSL,2024-09-01 21:25:00,2024-09-01 23:05:00,2024-09-02,1,CANCELLED,2,189,189,X,44.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7668,CDG - OSL,2024-09-01 21:25:00,2024-09-01 23:05:00,2024-09-02,1,OPEN,2,189,189,L,49.0,119,5734.0,1881.51,0.63,119,ACTIVATED
AW4780,CDG - VIE,2024-09-01 21:30:00,2024-09-01 23:35:00,2024-09-02,1,OPEN,2,189,191,I,186.0,187,16883.0,10827.77,0.98,187,ACTIVATED
AW7669,OSL - CDG,2024-09-02 05:55:00,2024-09-02 09:25:00,2024-09-04,1,OPEN,2,189,190,F,309.0,189,30499.05,26327.16,0.99,189,ACTIVATED
AW4781,VIE - CDG,2024-09-02 06:00:00,2024-09-02 08:05:00,2024-09-03,1,OPEN,2,189,189,B,242.0,189,30060.8,26518.22,1.0,189,ACTIVATED
AW7663,OSL - CDG,2024-09-02 06:00:00,2024-09-02 09:30:00,2024-09-04,1,CANCELLED,2,189,189,R,132.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3280,CDG - TLL,2024-09-02 06:30:00,2024-09-02 11:15:00,2024-09-03,1,OPEN,2,189,189,T,76.0,176,18098.0,7755.18,0.93,176,DEACTIVATED
AW3951,ZAG - CDG,2024-09-02 06:30:00,2024-09-02 08:45:00,2024-09-03,1,OPEN,2,189,190,R,53.0,190,16987.0,11035.45,1.0,190,DEACTIVATED
AW7661,OSL - CDG,2024-09-02 06:30:00,2024-09-02 10:00:00,2024-09-04,1,CANCELLED,2,189,189,R,132.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7665,OSL - CDG,2024-09-02 06:30:00,2024-09-02 10:00:00,2024-09-04,1,OPEN,2,189,190,H,246.0,190,31984.22,27793.62,1.0,190,ACTIVATED
AW3423,TLL - CDG,2024-09-02 06:45:00,2024-09-02 09:35:00,2024-09-03,1,OPEN,2,189,191,T,196.0,191,61104.0,56711.0,1.0,191,DEACTIVATED
AW7640,CDG - OSL,2024-09-02 07:15:00,2024-09-02 08:55:00,2024-09-03,1,OPEN,2,189,189,L,49.0,185,9183.0,3191.25,0.98,185,ACTIVATED
AW3550,CDG - HEL,2024-09-02 08:15:00,2024-09-02 12:40:00,2024-09-03,1,OPEN,2,189,189,H,117.0,175,21007.74,15350.37,0.93,175,ACTIVATED
AW7641,OSL - CDG,2024-09-02 09:35:00,2024-09-02 13:05:00,2024-09-04,1,OPEN,2,189,189,D,351.0,189,33836.0,29695.96,1.0,189,ACTIVATED
AW4632,CDG - VIE,2024-09-02 10:05:00,2024-09-02 12:10:00,2024-09-03,1,OPEN,2,189,189,H,150.0,187,13487.56,7438.15,0.99,187,ACTIVATED
AW7644,CDG - OSL,2024-09-02 11:10:00,2024-09-02 12:50:00,2024-09-03,1,OPEN,2,189,189,B,107.0,186,12509.0,6487.38,0.98,186,ACTIVATED
AW3281,TLL - CDG,2024-09-02 12:15:00,2024-09-02 15:05:00,2024-09-03,1,OPEN,2,189,189,R,217.0,189,69786.0,65439.0,1.0,189,DEACTIVATED
AW4633,VIE - CDG,2024-09-02 13:05:00,2024-09-02 15:10:00,2024-09-03,1,OPEN,2,189,189,M,177.0,189,28467.8,24914.63,1.0,189,ACTIVATED
AW3551,HEL - CDG,2024-09-02 13:25:00,2024-09-02 16:10:00,2024-09-03,1,OPEN,2,189,191,S,333.0,191,39625.0,35447.55,1.0,191,ACTIVATED
AW7645,OSL - CDG,2024-09-02 13:35:00,2024-09-02 17:05:00,2024-09-04,1,OPEN,2,189,189,F,309.0,189,35753.61,31622.98,1.0,189,ACTIVATED
AW4634,CDG - VIE,2024-09-02 14:40:00,2024-09-02 16:45:00,2024-09-03,1,OPEN,2,189,189,X,80.0,188,12278.39,6198.01,0.99,188,ACTIVATED
AW3558,CDG - HEL,2024-09-02 14:50:00,2024-09-02 19:15:00,2024-09-03,1,OPEN,2,189,189,T,62.0,180,13554.58,7736.22,0.95,180,ACTIVATED
AW3916,CDG - ZAG,2024-09-02 15:10:00,2024-09-02 17:05:00,2024-09-03,1,OPEN,2,189,189,H,98.0,185,11694.38,5727.63,0.98,185,DEACTIVATED
AW7648,CDG - OSL,2024-09-02 16:50:00,2024-09-02 18:30:00,2024-09-03,1,OPEN,2,189,189,K,53.0,189,9902.0,3780.49,1.0,189,ACTIVATED
AW7928,CDG - CPH,2024-09-02 17:20:00,2024-09-02 18:20:00,2024-09-03,1,OPEN,2,189,179,G,46.0,149,7565.0,2589.9,0.83,149,DEACTIVATED
AW4635,VIE - CDG,2024-09-02 17:30:00,2024-09-02 19:35:00,2024-09-03,1,OPEN,2,189,189,Q,141.0,182,23985.6,20566.66,0.96,182,ACTIVATED
AW3917,ZAG - CDG,2024-09-02 17:55:00,2024-09-02 20:10:00,2024-09-03,1,OPEN,2,189,189,D,191.0,184,15532.56,9785.55,0.97,184,DEACTIVATED
AW7908,CDG - BER,2024-09-02 18:10:00,2024-09-02 19:10:00,2024-09-03,1,OPEN,2,189,189,N,38.0,10,497.0,162.4,0.05,10,DEACTIVATED
AW7929,CPH - CDG,2024-09-02 19:05:00,2024-09-02 22:05:00,2024-09-04,1,OPEN,2,189,190,A,52.0,99,7032.2,2570.17,0.52,99,DEACTIVATED
AW7649,OSL - CDG,2024-09-02 19:10:00,2024-09-02 22:40:00,2024-09-04,1,OPEN,2,189,189,F,309.0,189,33305.0,29185.8,1.0,189,ACTIVATED
AW3422,CDG - TLL,2024-09-02 19:15:00,2024-09-03 00:05:00,2024-09-03,1,OPEN,2,189,189,T,76.0,175,13576.54,3292.09,0.93,175,DEACTIVATED
AW7909,BER - CDG,2024-09-02 19:50:00,2024-09-02 22:45:00,2024-09-04,1,OPEN,2,189,189,A,41.0,0,0.0,0.0,0.0,0,DEACTIVATED
AW3559,HEL - CDG,2024-09-02 20:00:00,2024-09-02 22:45:00,2024-09-03,1,OPEN,2,189,191,S,333.0,180,31526.0,27577.5,0.94,180,ACTIVATED
AW7660,CDG - OSL,2024-09-02 20:55:00,2024-09-02 22:35:00,2024-09-03,1,CANCELLED,2,189,189,R,41.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2024-09-02 20:55:00,2024-09-02 22:35:00,2024-09-03,1,OPEN,2,189,189,K,53.0,70,3049.78,782.48,0.37,70,ACTIVATED
AW3950,CDG - ZAG,2024-09-02 21:20:00,2024-09-02 23:15:00,2024-09-03,1,OPEN,2,189,189,G,44.0,146,6076.0,1350.14,0.77,146,DEACTIVATED
AW7668,CDG - OSL,2024-09-02 21:25:00,2024-09-02 23:05:00,2024-09-03,1,OPEN,2,189,189,T,39.0,89,3825.0,942.29,0.47,89,ACTIVATED
AW7662,CDG - OSL,2024-09-02 21:25:00,2024-09-02 23:05:00,2024-09-03,1,CANCELLED,2,189,189,R,41.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4780,CDG - VIE,2024-09-02 21:25:00,2024-09-02 23:30:00,2024-09-03,1,OPEN,2,189,189,X,80.0,189,9931.0,3809.49,1.0,189,ACTIVATED
AW7669,OSL - CDG,2024-09-03 06:00:00,2024-09-03 09:30:00,2024-09-05,1,OPEN,2,189,189,V,208.0,189,25231.0,21006.46,1.0,189,ACTIVATED
AW7661,OSL - CDG,2024-09-03 06:00:00,2024-09-03 09:30:00,2024-09-05,1,CANCELLED,2,189,189,G,105.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4781,VIE - CDG,2024-09-03 06:00:00,2024-09-03 08:05:00,2024-09-04,1,OPEN,2,189,189,M,177.0,187,19565.0,16058.38,0.99,187,ACTIVATED
AW4670,CDG - BUD,2024-09-03 06:15:00,2024-09-03 09:20:00,2024-09-04,1,OPEN,2,189,189,R,58.0,160,8935.0,3764.58,0.85,160,DEACTIVATED
AW7663,OSL - CDG,2024-09-03 06:30:00,2024-09-03 10:00:00,2024-09-05,1,CANCELLED,2,189,189,G,105.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7665,OSL - CDG,2024-09-03 06:30:00,2024-09-03 10:00:00,2024-09-05,1,OPEN,2,189,189,K,189.0,189,23962.83,19741.35,1.0,189,ACTIVATED
AW3951,ZAG - CDG,2024-09-03 06:30:00,2024-09-03 08:45:00,2024-09-04,1,OPEN,2,189,189,M,119.0,178,11050.0,5481.31,0.94,178,DEACTIVATED
AW3423,TLL - CDG,2024-09-03 06:45:00,2024-09-03 09:35:00,2024-09-04,1,OPEN,2,189,189,H,386.0,185,53241.0,48986.0,0.98,185,DEACTIVATED
AW7640,CDG - OSL,2024-09-03 07:15:00,2024-09-03 08:55:00,2024-09-04,1,OPEN,2,189,189,T,39.0,170,7790.0,2284.3,0.9,170,ACTIVATED
AW3552,CDG - HEL,2024-09-03 08:15:00,2024-09-03 12:40:00,2024-09-04,1,OPEN,2,189,189,R,69.0,182,14533.78,8657.2,0.96,182,ACTIVATED
AW7641,OSL - CDG,2024-09-03 09:35:00,2024-09-03 13:05:00,2024-09-05,1,OPEN,2,189,189,Q,227.0,186,27000.22,22900.56,0.98,186,ACTIVATED
AW3288,CDG - TLL,2024-09-03 09:50:00,2024-09-03 14:35:00,2024-09-04,1,OPEN,2,189,189,G,70.0,170,16289.19,6312.56,0.9,170,DEACTIVATED
AW4671,BUD - CDG,2024-09-03 10:05:00,2024-09-03 14:55:00,2024-09-05,1,OPEN,2,189,189,X,212.0,175,36819.82,35105.64,0.93,175,DEACTIVATED
AW4632,CDG - VIE,2024-09-03 10:10:00,2024-09-03 12:15:00,2024-09-04,1,OPEN,2,189,195,V,118.0,189,12260.0,6143.49,0.97,189,ACTIVATED
AW3916,CDG - ZAG,2024-09-03 10:40:00,2024-09-03 12:40:00,2024-09-04,1,OPEN,2,189,189,A,37.0,189,12000.0,5902.85,1.0,189,DEACTIVATED
AW3558,CDG - HEL,2024-09-03 11:25:00,2024-09-03 15:50:00,2024-09-04,1,OPEN,2,189,191,R,69.0,188,14031.56,7950.3,0.98,188,ACTIVATED
AW7644,CDG - OSL,2024-09-03 11:50:00,2024-09-03 13:30:00,2024-09-04,1,OPEN,2,189,192,T,39.0,179,11372.39,5585.48,0.93,179,ACTIVATED
AW4633,VIE - CDG,2024-09-03 13:05:00,2024-09-03 15:10:00,2024-09-04,1,OPEN,2,189,189,V,124.0,189,18571.8,15027.54,1.0,189,ACTIVATED
AW3553,HEL - CDG,2024-09-03 13:25:00,2024-09-03 16:10:00,2024-09-04,1,OPEN,2,189,189,F,265.0,189,28676.0,24537.45,1.0,189,ACTIVATED
AW3917,ZAG - CDG,2024-09-03 13:30:00,2024-09-03 15:45:00,2024-09-04,1,OPEN,2,189,192,F,151.0,190,13838.0,7886.45,0.99,190,DEACTIVATED
AW7645,OSL - CDG,2024-09-03 14:15:00,2024-09-03 17:45:00,2024-09-05,1,OPEN,2,189,189,I,288.0,187,29154.0,25049.0,0.99,187,ACTIVATED
AW7646,CDG - OSL,2024-09-03 14:20:00,2024-09-03 16:00:00,2024-09-04,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3289,TLL - CDG,2024-09-03 15:35:00,2024-09-03 18:25:00,2024-09-04,1,OPEN,2,189,189,I,458.0,186,57135.0,52857.0,0.98,186,DEACTIVATED
AW7908,CDG - BER,2024-09-03 16:00:00,2024-09-03 17:00:00,2024-09-04,1,OPEN,2,189,186,H,116.0,167,8484.06,2898.5,0.9,167,DEACTIVATED
AW3559,HEL - CDG,2024-09-03 16:35:00,2024-09-03 19:20:00,2024-09-04,1,OPEN,2,189,189,Y,420.0,182,28159.8,24167.4,0.96,182,ACTIVATED
AW7647,OSL - CDG,2024-09-03 16:40:00,2024-09-03 20:10:00,2024-09-05,1,CANCELLED,2,189,159,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7648,CDG - OSL,2024-09-03 16:45:00,2024-09-03 18:25:00,2024-09-04,1,OPEN,2,189,189,R,43.0,120,6101.0,2214.4,0.63,120,ACTIVATED
AW7909,BER - CDG,2024-09-03 17:40:00,2024-09-03 20:35:00,2024-09-05,1,OPEN,2,189,189,L,97.0,160,9224.0,7041.6,0.85,160,DEACTIVATED
AW4638,CDG - VIE,2024-09-03 17:50:00,2024-09-03 19:55:00,2024-09-04,1,OPEN,2,189,189,R,69.0,189,11062.0,4940.79,1.0,189,ACTIVATED
AW7649,OSL - CDG,2024-09-03 19:05:00,2024-09-03 22:35:00,2024-09-05,1,OPEN,2,189,192,K,189.0,191,27313.0,23091.99,0.99,191,ACTIVATED
AW3422,CDG - TLL,2024-09-03 19:15:00,2024-09-04 00:05:00,2024-09-04,1,OPEN,2,189,189,R,82.0,174,12624.0,2398.02,0.92,174,DEACTIVATED
AW4639,VIE - CDG,2024-09-03 20:40:00,2024-09-03 22:45:00,2024-09-04,1,OPEN,2,189,191,H,158.0,185,13338.8,9861.25,0.97,185,ACTIVATED
AW7660,CDG - OSL,2024-09-03 20:55:00,2024-09-03 22:35:00,2024-09-04,1,CANCELLED,2,189,189,R,41.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2024-09-03 20:55:00,2024-09-03 22:35:00,2024-09-04,1,OPEN,2,189,189,X,46.0,91,4183.78,1236.29,0.48,91,ACTIVATED
AW3950,CDG - ZAG,2024-09-03 21:20:00,2024-09-03 23:15:00,2024-09-04,1,OPEN,2,189,193,V,81.0,187,8357.0,2314.15,0.97,187,DEACTIVATED
AW7662,CDG - OSL,2024-09-03 21:25:00,2024-09-03 23:05:00,2024-09-04,1,CANCELLED,2,189,189,R,41.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7668,CDG - OSL,2024-09-03 21:30:00,2024-09-03 23:05:00,2024-09-04,1,OPEN,2,189,189,T,39.0,69,3288.0,1053.09,0.37,69,ACTIVATED
AW4780,CDG - VIE,2024-09-03 21:30:00,2024-09-03 23:30:00,2024-09-04,1,OPEN,2,189,194,L,91.0,184,9748.0,3791.82,0.95,184,ACTIVATED
AW7661,OSL - CDG,2024-09-04 06:00:00,2024-09-04 09:30:00,2024-09-06,1,CANCELLED,2,189,189,N,94.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7665,OSL - CDG,2024-09-04 06:00:00,2024-09-04 09:30:00,2024-09-06,1,OPEN,2,189,189,K,189.0,186,20780.0,16607.69,0.98,186,ACTIVATED
AW4781,VIE - CDG,2024-09-04 06:15:00,2024-09-04 08:20:00,2024-09-05,1,OPEN,2,189,193,L,95.0,184,14460.0,11008.8,0.95,184,ACTIVATED
AW7669,OSL - CDG,2024-09-04 06:30:00,2024-09-04 10:00:00,2024-09-06,1,OPEN,2,189,189,F,309.0,188,20743.61,16529.98,0.99,188,ACTIVATED
AW3951,ZAG - CDG,2024-09-04 06:30:00,2024-09-04 08:45:00,2024-09-05,1,OPEN,2,189,192,Q,93.0,186,10402.0,4562.2,0.97,186,DEACTIVATED
AW7663,OSL - CDG,2024-09-04 06:30:00,2024-09-04 10:00:00,2024-09-06,1,CANCELLED,2,189,189,N,94.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3423,TLL - CDG,2024-09-04 06:45:00,2024-09-04 09:35:00,2024-09-05,1,OPEN,2,189,194,V,321.0,189,48623.0,44276.0,0.97,189,DEACTIVATED
AW7640,CDG - OSL,2024-09-04 07:15:00,2024-09-04 08:55:00,2024-09-05,1,OPEN,2,189,193,R,43.0,130,5754.0,1545.22,0.67,130,ACTIVATED
AW3550,CDG - HEL,2024-09-04 08:25:00,2024-09-04 12:50:00,2024-09-05,1,OPEN,2,189,189,X,76.0,181,15030.0,9179.13,0.96,181,ACTIVATED
AW7658,CDG - OSL,2024-09-04 09:20:00,2024-09-04 11:00:00,2024-09-05,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3910,CDG - ZAG,2024-09-04 09:30:00,2024-09-04 11:30:00,2024-09-05,1,OPEN,2,189,190,I,118.0,185,10859.33,4917.25,0.97,185,DEACTIVATED
AW7641,OSL - CDG,2024-09-04 09:35:00,2024-09-04 13:05:00,2024-09-06,1,OPEN,2,189,191,V,208.0,187,24104.0,19961.73,0.98,187,ACTIVATED
AW4632,CDG - VIE,2024-09-04 10:20:00,2024-09-04 12:25:00,2024-09-05,1,OPEN,2,189,191,I,186.0,189,12123.0,6002.13,0.99,189,ACTIVATED
AW3288,CDG - TLL,2024-09-04 10:55:00,2024-09-04 15:40:00,2024-09-05,1,OPEN,2,189,192,X,90.0,183,17161.0,6584.63,0.95,183,DEACTIVATED
AW7659,OSL - CDG,2024-09-04 11:45:00,2024-09-04 15:15:00,2024-09-06,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7644,CDG - OSL,2024-09-04 11:50:00,2024-09-04 13:30:00,2024-09-05,1,OPEN,2,189,192,K,53.0,187,10541.17,4486.56,0.97,187,ACTIVATED
AW3911,ZAG - CDG,2024-09-04 12:20:00,2024-09-04 14:35:00,2024-09-05,1,OPEN,2,189,192,G,42.0,192,14090.56,8139.7,1.0,192,DEACTIVATED
AW4633,VIE - CDG,2024-09-04 13:15:00,2024-09-04 15:20:00,2024-09-05,1,OPEN,2,189,189,H,158.0,189,14884.0,11330.8,1.0,189,ACTIVATED
AW3551,HEL - CDG,2024-09-04 13:35:00,2024-09-04 16:20:00,2024-09-05,1,OPEN,2,189,189,H,202.0,181,24943.9,20975.95,0.96,181,ACTIVATED
AW7645,OSL - CDG,2024-09-04 14:10:00,2024-09-04 17:40:00,2024-09-06,1,OPEN,2,189,192,K,189.0,192,27324.22,23100.35,1.0,192,ACTIVATED
AW3558,CDG - HEL,2024-09-04 14:15:00,2024-09-04 18:40:00,2024-09-05,1,OPEN,2,189,189,G,57.0,188,12821.78,6736.66,0.99,188,ACTIVATED
AW4636,CDG - VIE,2024-09-04 14:45:00,2024-09-04 16:50:00,2024-09-05,1,OPEN,2,189,191,Q,134.0,191,11842.39,5656.86,1.0,191,ACTIVATED
AW3289,TLL - CDG,2024-09-04 16:40:00,2024-09-04 19:30:00,2024-09-05,1,OPEN,2,189,189,N,163.0,189,57273.0,52926.0,1.0,189,DEACTIVATED
AW7646,CDG - OSL,2024-09-04 16:45:00,2024-09-04 18:25:00,2024-09-05,1,OPEN,2,189,192,X,46.0,192,9743.8,3530.06,1.0,192,ACTIVATED
AW4637,VIE - CDG,2024-09-04 17:35:00,2024-09-04 19:40:00,2024-09-05,1,OPEN,2,189,189,L,95.0,189,13166.8,9613.6,1.0,189,ACTIVATED
AW7647,OSL - CDG,2024-09-04 19:10:00,2024-09-04 22:40:00,2024-09-06,1,OPEN,2,189,192,M,266.0,189,25093.0,20893.81,0.98,189,ACTIVATED
AW3422,CDG - TLL,2024-09-04 19:15:00,2024-09-05 00:05:00,2024-09-05,1,OPEN,2,189,189,L,97.0,132,9917.0,2159.36,0.7,132,DEACTIVATED
AW3559,HEL - CDG,2024-09-04 19:25:00,2024-09-04 22:10:00,2024-09-05,1,OPEN,2,189,189,H,202.0,181,24569.9,20596.95,0.96,181,ACTIVATED
AW7664,CDG - OSL,2024-09-04 20:55:00,2024-09-04 22:35:00,2024-09-05,1,OPEN,2,189,193,G,37.0,169,7164.0,1691.45,0.88,169,ACTIVATED
AW7660,CDG - OSL,2024-09-04 20:55:00,2024-09-04 22:35:00,2024-09-05,1,CANCELLED,2,189,189,R,41.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3950,CDG - ZAG,2024-09-04 21:15:00,2024-09-04 23:15:00,2024-09-05,1,OPEN,2,189,190,X,60.0,171,9378.39,3848.28,0.9,171,DEACTIVATED
AW4780,CDG - VIE,2024-09-04 21:25:00,2024-09-04 23:30:00,2024-09-05,1,OPEN,2,189,191,H,150.0,189,12933.0,6825.05,0.99,189,ACTIVATED
AW7662,CDG - OSL,2024-09-04 21:25:00,2024-09-04 23:05:00,2024-09-05,1,CANCELLED,2,189,189,R,41.0,0,0.0,0.0,0.0,0,UNAVAILABLE
